Description	Resource	Path	Location	Type
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1026	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1027	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1028	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1029	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1030	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1031	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1032	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1033	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1034	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1035	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1036	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1037	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1038	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1039	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1040	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1044	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1045	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1046	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1049	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1050	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1051	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	interrupt.c	/StateMachine_UART	line 1052	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	.ccsproject	/StateMachine_UART	line 1007, external location: C:\ti\TivaWare_C_Series-2.2.0.295\inc\hw_nvic.h	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	.ccsproject	/StateMachine_UART	line 1006, external location: C:\ti\TivaWare_C_Series-2.2.0.295\inc\hw_nvic.h	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1055	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1056	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1057	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1058	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1059	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 1060	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	.ccsproject	/StateMachine_UART	line 1005, external location: C:\ti\TivaWare_C_Series-2.2.0.295\inc\hw_nvic.h	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	.ccsproject	/StateMachine_UART	line 1004, external location: C:\ti\TivaWare_C_Series-2.2.0.295\inc\hw_nvic.h	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	.ccsproject	/StateMachine_UART	line 1003, external location: C:\ti\TivaWare_C_Series-2.2.0.295\inc\hw_nvic.h	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 56	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 57	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 58	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 59	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 60	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 61	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	.ccsproject	/StateMachine_UART	line 1002, external location: C:\ti\TivaWare_C_Series-2.2.0.295\inc\hw_nvic.h	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	.ccsproject	/StateMachine_UART	line 1001, external location: C:\ti\TivaWare_C_Series-2.2.0.295\inc\hw_nvic.h	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	.ccsproject	/StateMachine_UART	line 1000, external location: C:\ti\TivaWare_C_Series-2.2.0.295\inc\hw_nvic.h	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 69	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 70	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 71	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 72	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 73	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 74	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	.ccsproject	/StateMachine_UART	line 100, external location: C:\ti\TivaWare_C_Series-2.2.0.295\inc\hw_nvic.h	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	interrupt.c	/StateMachine_UART	line 77	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	interrupt.c	/StateMachine_UART	line 78	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	interrupt.c	/StateMachine_UART	line 79	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	interrupt.c	/StateMachine_UART	line 80	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	interrupt.c	/StateMachine_UART	line 81	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	interrupt.c	/StateMachine_UART	line 82	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	interrupt.c	/StateMachine_UART	line 83	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 86	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 87	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 88	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 89	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 90	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 91	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 92	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	interrupt.c	/StateMachine_UART	line 95	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 98	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 99	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 100	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 101	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 102	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 103	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 104	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	interrupt.c	/StateMachine_UART	line 107	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 110	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 111	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 112	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 113	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 114	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 115	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	interrupt.c	/StateMachine_UART	line 118	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 121	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 122	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 123	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 124	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 125	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 126	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 127	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	interrupt.c	/StateMachine_UART	line 130	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 133	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 134	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 135	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 136	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 137	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 138	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 139	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 140	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 141	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 142	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 143	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 144	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 145	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	.ccsproject	/StateMachine_UART	line 100, external location: C:\ti\TivaWare_C_Series-2.2.0.295\inc\hw_memmap.h	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 149	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 150	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 151	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 157	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 158	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 159	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 160	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 161	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 162	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 163	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 164	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 165	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 166	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 167	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 168	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 169	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 170	C/C++ Problem
#1479-D (MISRA-C:2004 19.6/R) #undef shall not be used	interrupt.c	/StateMachine_UART	line 171	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 188	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 189	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 190	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 191	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 192	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 193	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 194	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 195	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 196	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 197	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 198	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 199	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 200	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 201	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 202	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 203	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 204	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 205	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 206	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 207	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 208	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 209	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 213	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 214	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 215	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	.ccsproject	/StateMachine_UART	line 100, external location: C:\ti\TivaWare_C_Series-2.2.0.295\inc\hw_ints.h	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 219	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 220	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 221	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 222	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 223	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 224	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 225	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 226	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 227	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 228	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 229	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 230	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 231	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 232	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 233	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 234	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 235	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 236	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 237	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 238	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 239	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 240	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 241	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 242	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 243	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 244	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 245	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 246	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 247	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 251	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 252	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 253	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	.ccsproject	/StateMachine_UART	line 100, external location: C:\ti\TivaWare_C_Series-2.2.0.295\driverlib\uart.h	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 257	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 258	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 259	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 260	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 261	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 262	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 263	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 264	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 265	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 266	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 267	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 268	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 269	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 270	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 271	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	interrupt.c	/StateMachine_UART	line 272	C/C++ Problem
