Description	Resource	Path	Location	Type
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 368	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 368	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 368	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 368	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 368	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 368	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 369	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 369	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 369	C/C++ Problem
#1483-D (MISRA-C:2004 12.6/A) The operands of logical operators (&&, || and !) should be effectively Boolean	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 369	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 369	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 369	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 370	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 370	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 370	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 370	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 370	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 370	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 375	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 375	C/C++ Problem
#1395-D (MISRA-C:2004 10.3/R) The value of a complex expression of integer type shall only be cast to a type of the same signedness that is no wider than the underlying type of the expression	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 375	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 378	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 378	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 378	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 378	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 378	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 385	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 385	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 385	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 385	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 385	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 386	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 386	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 386	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 386	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 386	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 387	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 387	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 387	C/C++ Problem
#1483-D (MISRA-C:2004 12.6/A) The operands of logical operators (&&, || and !) should be effectively Boolean	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 387	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 387	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 387	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 388	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 388	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 388	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 388	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 388	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 388	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 389	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 389	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 389	C/C++ Problem
#1483-D (MISRA-C:2004 12.6/A) The operands of logical operators (&&, || and !) should be effectively Boolean	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 389	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 389	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 389	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 390	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 390	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 390	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 390	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 390	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 390	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 395	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 395	C/C++ Problem
#1395-D (MISRA-C:2004 10.3/R) The value of a complex expression of integer type shall only be cast to a type of the same signedness that is no wider than the underlying type of the expression	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 395	C/C++ Problem
#1460-D (MISRA-C:2004 16.7/A) A pointer parameter in a function prototype should be declared as pointer to const if the pointer is not used to modify the addressed object ("st_timer: const GPT_Struct *")	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 400	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 404	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 408	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 408	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 408	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 408	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 408	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 411	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 411	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 411	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 411	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 411	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 414	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 414	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 414	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 414	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 414	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 417	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 417	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 417	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 417	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 417	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 420	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 420	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 420	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 420	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 420	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 423	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 423	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 423	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 423	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 423	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 439	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 445	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 445	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 445	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 445	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 445	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 446	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 446	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 446	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 446	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 449	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 449	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 451	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 451	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 451	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 451	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 451	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 452	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 452	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 452	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 452	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 453	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 453	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 454	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 454	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a return expression	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 456	C/C++ Problem
#1465-D (MISRA-C:2004 14.1/R) There shall be no unreachable code	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 458	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 462	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 462	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 462	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 462	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 462	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 463	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 463	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 463	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 463	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 466	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 466	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 468	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 468	C/C++ Problem
